speed,mileage,lastMaintenanceDaysAgo,previous_delay,congestion,occupancyPercentage,delay_minutes,maintenance_status
117,45518,71,52,8,81,63,Healthy
84,67813,137,9,8,85,35,Minor Issue
45,16806,144,12,4,43,15,Minor Issue
74,50891,133,43,1,99,27,Minor Issue
53,93551,98,1,7,31,27,Minor Issue
111,49220,124,25,6,35,22,Healthy
100,27158,151,14,5,55,19,Healthy
54,90992,43,45,4,21,38,Minor Issue
93,37588,114,56,6,81,53,Healthy
66,72576,89,9,8,83,42,Minor Issue
52,98027,185,21,6,48,20,Critical
70,34188,179,39,3,93,38,Healthy
74,68830,13,24,9,50,42,Healthy
99,14019,128,14,3,34,18,Healthy
45,22419,152,12,4,74,22,Healthy
108,43697,139,7,5,52,15,Healthy
97,94932,52,20,2,71,16,Minor Issue
88,17973,17,20,2,39,10,Healthy
62,96649,165,21,6,92,33,Critical
73,21136,13,45,2,57,31,Healthy
65,94739,190,32,1,22,26,Critical
86,72502,84,44,8,73,50,Healthy
44,41285,97,26,1,85,19,Healthy
59,33039,106,39,6,37,40,Healthy
45,76720,96,49,1,26,31,Healthy
109,98263,8,21,8,54,44,Healthy
98,69155,56,29,5,99,31,Healthy
103,26911,104,8,3,79,25,Healthy
57,10916,83,44,5,43,44,Healthy
43,69052,198,34,1,58,20,Critical
56,79110,44,17,1,31,8,Healthy
53,27790,188,41,4,72,30,Minor Issue
117,93161,103,4,9,83,31,Critical
52,15206,112,26,9,23,49,Healthy
46,95053,169,56,1,24,35,Critical
83,59950,149,5,3,35,12,Minor Issue
54,66361,42,31,4,46,33,Healthy
58,71451,157,7,2,23,13,Critical
102,47696,193,55,7,91,51,Minor Issue
74,91641,145,38,3,67,37,Critical
74,78226,30,20,1,27,20,Minor Issue
58,56728,26,17,1,65,27,Healthy
59,65401,181,13,3,63,25,Critical
74,76226,125,14,6,86,31,Minor Issue
71,35103,19,41,4,71,33,Healthy
87,44263,53,25,1,53,11,Healthy
83,86621,85,52,7,81,54,Minor Issue
63,60044,17,43,2,40,39,Healthy
100,67730,174,31,5,43,27,Critical
56,35825,104,38,8,63,52,Healthy
110,86256,181,27,7,60,40,Critical
89,47271,105,59,8,48,42,Healthy
104,87256,104,38,6,25,30,Critical
71,56732,192,42,7,75,59,Critical
75,76433,173,31,9,33,51,Critical
52,92630,177,12,6,69,35,Critical
109,33572,147,14,9,97,34,Healthy
97,48546,124,17,2,71,21,Healthy
53,25150,199,38,2,96,30,Minor Issue
76,64165,81,5,2,20,4,Healthy
118,73690,193,54,6,31,48,Critical
107,63664,37,10,2,43,10,Minor Issue
79,92335,121,31,3,56,29,Critical
98,85199,70,39,8,89,49,Minor Issue
119,46948,154,19,8,95,27,Minor Issue
55,47030,130,32,4,22,30,Healthy
101,37007,59,39,9,46,38,Minor Issue
43,86772,118,7,8,72,37,Minor Issue
84,32024,133,50,1,36,23,Critical
67,49384,37,34,8,34,44,Healthy
105,92912,31,4,1,58,0,Healthy
70,28157,99,34,4,23,32,Healthy
42,95481,94,46,6,36,44,Critical
47,98553,176,13,7,30,31,Critical
63,11756,6,20,4,31,23,Healthy
54,78112,15,46,8,51,55,Healthy
82,68051,143,23,8,46,40,Minor Issue
70,74595,189,16,9,63,34,Critical
112,88210,16,17,6,62,20,Minor Issue
84,53094,20,33,4,68,39,Healthy
105,97889,77,11,2,92,4,Minor Issue
47,14535,44,15,7,62,45,Healthy
110,66035,170,3,3,22,2,Critical
96,57367,46,24,3,48,15,Healthy
119,27118,95,33,3,54,28,Healthy
69,69812,162,27,4,67,27,Minor Issue
113,69884,64,45,2,93,33,Minor Issue
57,76168,157,10,5,58,29,Minor Issue
108,23280,131,12,3,43,14,Healthy
78,24746,9,30,5,39,33,Healthy
99,63251,153,59,7,34,56,Minor Issue
82,94821,42,24,9,95,47,Minor Issue
84,93583,174,38,2,37,29,Critical
62,20207,73,9,9,79,33,Healthy
108,81127,84,23,6,60,37,Minor Issue
45,37757,59,0,6,88,24,Healthy
95,26226,21,52,3,94,42,Healthy
43,71407,150,24,9,30,43,Critical
62,37206,157,27,4,75,34,Minor Issue
45,30256,63,35,5,37,42,Healthy
71,43822,73,17,3,31,11,Healthy
57,51340,61,5,5,35,17,Healthy
54,62234,64,1,8,46,28,Healthy
79,53351,69,2,8,36,27,Healthy
112,58671,168,45,8,50,47,Minor Issue
113,85320,129,7,6,54,17,Minor Issue
45,45157,106,30,1,46,26,Healthy
102,29937,65,47,6,51,46,Healthy
106,64290,122,18,7,36,29,Critical
50,56707,62,49,9,30,65,Healthy
82,21219,182,5,8,20,18,Healthy
56,19399,103,13,8,68,40,Healthy
43,37657,60,2,7,60,29,Healthy
102,30047,46,47,2,39,21,Healthy
107,86095,5,0,1,90,7,Healthy
80,95693,113,43,2,56,33,Critical
44,82154,150,29,6,35,41,Critical
71,54891,181,45,2,58,31,Minor Issue
109,16780,70,18,4,64,24,Healthy
74,37050,160,53,3,83,39,Healthy
61,83551,11,18,6,66,25,Healthy
104,78666,138,8,8,42,26,Critical
61,92016,167,6,6,51,26,Critical
50,63010,98,45,2,68,40,Healthy
116,48165,31,36,5,38,32,Healthy
42,21528,12,49,6,97,56,Healthy
48,59608,108,40,9,86,64,Minor Issue
99,15914,80,52,6,58,46,Healthy
115,47136,166,6,5,79,14,Healthy
53,21179,67,8,1,30,14,Healthy
57,96008,194,3,5,68,19,Critical
112,22076,52,24,5,34,28,Healthy
62,34783,133,48,6,80,58,Healthy
113,56716,139,11,7,62,27,Minor Issue
86,60298,25,5,4,34,13,Healthy
108,64304,35,17,7,98,42,Minor Issue
86,89360,163,39,5,98,35,Critical
69,79835,22,20,6,92,28,Healthy
64,18118,165,14,4,24,22,Healthy
67,86292,183,2,8,48,25,Critical
64,66911,96,1,9,81,38,Healthy
113,83489,117,55,2,79,36,Critical
117,25185,192,54,4,88,47,Minor Issue
97,51792,20,40,8,41,41,Healthy
80,90210,106,39,8,32,49,Minor Issue
64,60613,4,58,9,69,64,Healthy
117,43927,18,3,3,66,10,Healthy
87,10386,51,31,1,48,30,Healthy
49,82728,196,1,9,99,33,Critical
114,86281,20,45,1,36,20,Healthy
50,40020,122,28,3,39,25,Healthy
60,52678,137,1,3,97,16,Minor Issue
84,96695,80,33,9,25,33,Healthy
46,71394,154,26,1,41,18,Critical
103,78945,102,59,7,28,51,Minor Issue
103,66414,25,53,2,51,32,Healthy
41,64816,196,38,7,52,49,Critical
115,65918,169,43,1,96,29,Minor Issue
81,72694,59,37,8,89,52,Healthy
93,39455,45,17,2,68,9,Healthy
114,48735,41,35,3,49,23,Healthy
55,22109,38,18,8,35,35,Healthy
57,55802,117,26,3,84,31,Healthy
98,78020,19,44,1,33,18,Minor Issue
55,44622,14,19,9,75,45,Healthy
45,12597,127,20,8,56,49,Healthy
96,50597,149,22,4,68,11,Healthy
86,50954,143,29,8,97,45,Healthy
87,79519,3,24,5,69,20,Healthy
81,66115,37,30,3,55,25,Healthy
115,53151,117,26,1,71,18,Healthy
99,27040,174,33,5,42,29,Healthy
116,54772,16,7,6,85,26,Healthy
43,73832,142,18,4,90,36,Critical
41,37916,9,40,7,64,52,Healthy
98,54871,7,25,3,47,17,Healthy
66,36372,142,27,7,39,40,Healthy
66,71707,134,3,1,68,13,Healthy
118,49080,15,30,7,76,31,Healthy
111,52722,180,15,1,78,14,Minor Issue
46,39048,72,50,1,45,26,Healthy
102,95205,162,9,2,38,0,Critical
85,19777,104,37,2,32,17,Healthy
102,64711,129,47,4,93,41,Minor Issue
51,46331,96,9,1,81,18,Healthy
52,30968,122,44,4,33,28,Healthy
82,63969,115,8,2,92,17,Healthy
56,21292,197,38,4,30,33,Healthy
102,50794,148,35,4,86,27,Healthy
75,89459,80,50,9,31,60,Minor Issue
47,60192,7,57,9,54,64,Healthy
108,37703,135,35,1,58,30,Healthy
119,94193,50,18,5,51,23,Healthy
75,79165,130,59,7,33,55,Critical
67,77650,47,18,4,84,29,Healthy
86,66516,14,11,5,46,26,Healthy
115,32257,31,12,2,79,17,Healthy
69,93509,50,24,3,62,28,Healthy
62,61672,189,35,7,84,54,Critical
55,73308,41,24,7,74,46,Healthy
53,87583,14,27,4,54,34,Healthy
113,32113,133,41,1,51,19,Minor Issue
110,10694,5,52,1,38,33,Healthy
91,25588,192,38,4,58,31,Minor Issue
76,71756,157,29,4,39,29,Minor Issue
68,74085,5,4,6,47,19,Healthy
106,71142,113,16,7,22,29,Minor Issue
54,74373,118,17,9,51,47,Critical
86,95603,96,42,9,77,53,Critical
85,16704,36,46,5,73,36,Healthy
91,50136,79,20,3,61,24,Healthy
58,77507,19,21,3,34,25,Healthy
116,57361,192,38,6,81,48,Critical
60,68847,22,49,1,50,36,Healthy
103,21441,162,57,7,80,60,Healthy
76,24677,56,56,3,45,37,Healthy
66,37818,17,5,5,88,26,Healthy
94,11868,184,49,7,76,62,Minor Issue
68,93591,17,15,7,39,27,Critical
59,77264,146,1,9,85,28,Minor Issue
64,83168,173,50,1,40,31,Critical
109,22043,78,0,3,79,12,Healthy
102,81939,56,56,9,82,64,Healthy
75,25732,80,29,8,70,53,Healthy
41,65244,50,57,2,58,38,Healthy
61,28526,58,42,8,30,42,Healthy
55,19340,18,51,8,76,67,Healthy
